CRIM_label0,ZN_label0,INDUS_label0,CHAS_label0,NOX_label0,RM_label0,AGE_label0,DIS_label0,RAD_label0,TAX_label0,PTRATIO_label0,B_label0,LSTAT_label0,__joinsource_column_name__
-1.010868758709181,0.018389756414151415,-0.6502895414292161,0.008565829968807902,-2.6360753342669376,0.31454884601297356,-0.7769183552402162,0.4126606661632142,1.8724916730669168,-0.7092799110987966,-0.3071201588471985,0.013808639093021664,-3.766680662223731,307
-0.9597126600382447,-0.022544216444989475,-0.5808052179733713,1.2030250837342445E-5,-0.9816072822341914,-0.03553178875674765,-0.5142351921691959,0.47840801088542223,2.512478642105132,-0.3683928651071863,-0.2622612972186792,0.05507432568196737,-4.082170178189737,442
-0.011565214678855231,4.832114490928019E-4,-0.01818808883244407,-6.451390300084457E-4,-0.02526687750966693,-1.157441249994282,2.3606877006687776,-0.3646767114896647,-0.14837918717029241,0.11339625985390965,0.19695842763240443,-0.03699613391688412,0.0381452253079525,195
-0.08191457570213465,1.8660680900270368,0.020509899528606917,-0.05585602604300036,1.4347168318583823,15.685247202609844,2.279982926789974,-2.5035507491227915,-0.4574837577286565,0.8710990598539403,4.098472995807719,0.033697782113108976,2.9759929707648105,118
0.020146881207232615,5.355297387499292E-4,-0.031031997541519474,-0.0011581974608441286,0.0013312592706381876,0.7584953269302751,-0.919531739748274,-0.29284708550384486,-0.1602509499683919,0.007882102918079423,-0.8182549628361647,0.02334261734523376,-0.18262622209531076,488
-0.6902564115310755,-0.012756100094138745,-0.6134039264583093,-0.015608484777592052,-1.9779588405363384,-0.47592392152589114,-0.6559198535270722,0.6943647289790802,2.5763773879513345,-0.3786709290016425,-0.21941456507917206,0.00415183212591112,-4.920142507101265,234
0.08989492789312935,-0.19837975563677657,-0.18215650229641714,-0.011187234431784909,0.5062687134812364,6.6583640330235285,1.7634570179644673,-4.040160140071236,-0.3740706510404904,-0.006566447895784907,2.8419012352123407,-0.023826866455367007,0.6956103061174117,435
-0.02088915114286555,0.0015188452366229344,0.45925712738832497,-6.723702766818915E-4,0.2556010132582403,0.6430203117567529,0.2742922223512084,0.03885339285280266,-0.5884852079190588,0.35065750706338367,0.8486142087401789,-0.024263328327539732,0.5152839727198026,87
-0.0090370190918513,-0.3276364518522612,0.10931759239919374,-0.0010318850027128963,0.05042597472518251,0.79370102692503,1.9306954788753594,-2.4272496419505973,0.16379698509708485,0.10354652340933654,0.8295175941761516,0.06556810198101455,1.2731476069057492,45
-0.006948163312363426,-0.27179031229189676,0.20943905090675752,-0.0019431121483012366,0.2638959977192304,1.128255965804607,1.4803569418495017,-1.8940546318193776,-0.5933456519535811,-0.011050497241104837,-0.17030398516286147,-0.029600375915938715,0.8844201639461879,486
